epoch,accuracy,loss,lr,val_accuracy,val_loss
52,0.9806678295135498,0.08697056025266647,0.01,1.0,0.07825998961925507
53,0.9806678295135498,0.08550829440355301,0.01,1.0,0.0770915299654007
54,0.9806678295135498,0.08411242812871933,0.01,1.0,0.07595673203468323
55,0.9806678295135498,0.08270063251256943,0.01,1.0,0.07479257881641388
56,0.9806678295135498,0.08137157559394836,0.01,1.0,0.07363219559192657
57,0.9806678295135498,0.08009462803602219,0.01,1.0,0.07254171371459961
58,0.9806678295135498,0.07884640246629715,0.01,1.0,0.07147328555583954
59,0.9806678295135498,0.0776371955871582,0.01,1.0,0.07048743963241577
60,0.9806678295135498,0.07645445317029953,0.01,1.0,0.06948377192020416
61,0.9806678295135498,0.0753035917878151,0.01,1.0,0.06848111003637314
62,0.9806678295135498,0.07419195026159286,0.01,1.0,0.06755287200212479
63,0.9806678295135498,0.07311605662107468,0.01,1.0,0.06664180755615234
64,0.9806678295135498,0.07204870879650116,0.01,1.0,0.06572803854942322
65,0.9806678295135498,0.0710010826587677,0.01,1.0,0.06491675227880478
66,0.9806678295135498,0.0700717493891716,0.01,1.0,0.06409183889627457
67,0.9806678295135498,0.06907910108566284,0.01,1.0,0.06331542879343033
68,0.982425332069397,0.06816975027322769,0.01,1.0,0.0625491812825203
69,0.982425332069397,0.06724213808774948,0.01,1.0,0.06174205616116524
70,0.982425332069397,0.06631085276603699,0.01,1.0,0.06093718856573105
71,0.982425332069397,0.06548644602298737,0.01,1.0,0.06026134639978409
72,0.9841827750205994,0.0646568313241005,0.01,1.0,0.059518974274396896
73,0.9841827750205994,0.06385849416255951,0.01,1.0,0.058903105556964874
74,0.9841827750205994,0.06300103664398193,0.01,1.0,0.058241963386535645
75,0.9841827750205994,0.06228414550423622,0.01,1.0,0.05759726092219353
76,0.9841827750205994,0.06150443106889725,0.01,1.0,0.05694282799959183
77,0.9841827750205994,0.06078604236245155,0.01,1.0,0.05640691518783569
78,0.9859402179718018,0.06005760282278061,0.01,1.0,0.05582750588655472
79,0.9859402179718018,0.05943493917584419,0.01,1.0,0.05520212650299072
80,0.9876977205276489,0.058708030730485916,0.01,1.0,0.05466657876968384
81,0.9876977205276489,0.05810830369591713,0.01,1.0,0.05414446443319321
82,0.9876977205276489,0.05740874633193016,0.01,1.0,0.05363313481211662
83,0.9876977205276489,0.056794293224811554,0.01,1.0,0.05311562493443489
84,0.9876977205276489,0.05623161792755127,0.01,1.0,0.05252299830317497
85,0.9876977205276489,0.055609460920095444,0.01,1.0,0.05209440737962723
86,0.9894551634788513,0.055073708295822144,0.01,1.0,0.051649171859025955
87,0.9894551634788513,0.05452626198530197,0.01,1.0,0.05113594979047775
88,0.9894551634788513,0.0539553202688694,0.01,1.0,0.05070380121469498
89,0.9894551634788513,0.05341734364628792,0.01,1.0,0.0503116212785244
90,0.9894551634788513,0.05289715901017189,0.01,1.0,0.04988222196698189
91,0.9894551634788513,0.05240631476044655,0.01,1.0,0.04943718761205673
92,0.9894551634788513,0.05187538266181946,0.01,1.0,0.049084775149822235
93,0.9894551634788513,0.05145051330327988,0.01,1.0,0.04861123487353325
94,0.9894551634788513,0.05091412365436554,0.01,1.0,0.0481836162507534
95,0.9894551634788513,0.05047778785228729,0.01,1.0,0.04775441810488701
96,0.9894551634788513,0.05000746622681618,0.01,1.0,0.04734138399362564
97,0.9894551634788513,0.04954051226377487,0.01,1.0,0.04697628319263458
98,0.9894551634788513,0.04906346648931503,0.01,1.0,0.0466175340116024
99,0.9894551634788513,0.048662763088941574,0.01,1.0,0.04629778861999512
100,0.9894551634788513,0.04828434810042381,0.01,1.0,0.04591482877731323
101,0.9894551634788513,0.04786088317632675,0.01,1.0,0.0456036739051342
102,0.9894551634788513,0.04746595770120621,0.01,1.0,0.04526317119598389
103,0.9894551634788513,0.047081951051950455,0.01,1.0,0.044930558651685715
104,0.9894551634788513,0.046652358025312424,0.01,1.0,0.044661037623882294
105,0.9894551634788513,0.046281397342681885,0.01,1.0,0.044358059763908386
106,0.9894551634788513,0.045993901789188385,0.01,1.0,0.04410959780216217
107,0.9912126660346985,0.04554218426346779,0.01,1.0,0.04371441528201103
108,0.9912126660346985,0.04519805684685707,0.01,1.0,0.043462999165058136
109,0.9912126660346985,0.044877246022224426,0.01,1.0,0.04315117001533508
110,0.9912126660346985,0.04450233280658722,0.01,1.0,0.043014731258153915
111,0.9912126660346985,0.044190071523189545,0.01,1.0,0.04267406463623047
112,0.9912126660346985,0.043836403638124466,0.01,1.0,0.042381443083286285
113,0.9912126660346985,0.04350113868713379,0.01,1.0,0.04211863502860069
114,0.9912126660346985,0.0431797057390213,0.01,1.0,0.04189214110374451
115,0.9912126660346985,0.04285617172718048,0.01,1.0,0.04161544144153595
116,0.9912126660346985,0.04253143444657326,0.01,1.0,0.041380662471055984
117,0.9912126660346985,0.04228159412741661,0.01,1.0,0.04107578471302986
118,0.9912126660346985,0.041941795498132706,0.01,1.0,0.04082086682319641
119,0.9912126660346985,0.04161129146814346,0.01,1.0,0.040562428534030914
120,0.9912126660346985,0.041382454335689545,0.01,1.0,0.040275946259498596
121,0.9912126660346985,0.0410693921148777,0.01,1.0,0.04006004333496094
122,0.9912126660346985,0.04080115631222725,0.01,1.0,0.03982027620077133
123,0.9912126660346985,0.04055961221456528,0.01,1.0,0.03954601287841797
124,0.9912126660346985,0.040254827588796616,0.01,1.0,0.03934452310204506
125,0.9912126660346985,0.04003075137734413,0.01,1.0,0.03907868266105652
126,0.9912126660346985,0.03980423882603645,0.01,1.0,0.038880862295627594
127,0.9912126660346985,0.039430003613233566,0.01,1.0,0.03865770995616913
128,0.9912126660346985,0.03923019766807556,0.01,1.0,0.03839300200343132
129,0.9912126660346985,0.03901505097746849,0.01,1.0,0.03821706399321556
130,0.9912126660346985,0.03872842714190483,0.01,1.0,0.0380195677280426
131,0.9912126660346985,0.038447070866823196,0.01,1.0,0.0377981960773468
132,0.9912126660346985,0.03826695680618286,0.01,1.0,0.037629134953022
133,0.9912126660346985,0.037991780787706375,0.01,1.0,0.037439458072185516
134,0.9912126660346985,0.037779584527015686,0.01,1.0,0.03724735602736473
135,0.9912126660346985,0.037520941346883774,0.01,1.0,0.03711883723735809
136,0.9912126660346985,0.037385549396276474,0.01,1.0,0.036989156156778336
137,0.9912126660346985,0.03707641363143921,0.01,1.0,0.036779582500457764
138,0.9912126660346985,0.03684337064623833,0.01,1.0,0.036523278802633286
139,0.9912126660346985,0.036646101623773575,0.01,1.0,0.036316316574811935
140,0.9912126660346985,0.03651389852166176,0.01,1.0,0.03616417199373245
141,0.9912126660346985,0.0362975038588047,0.01,1.0,0.0359937809407711
142,0.9912126660346985,0.03605583682656288,0.01,1.0,0.035820793360471725
143,0.9912126660346985,0.035865042358636856,0.01,1.0,0.03556990623474121
144,0.9912126660346985,0.035675518214702606,0.01,1.0,0.03535101190209389
145,0.9912126660346985,0.03548896312713623,0.01,1.0,0.0352209210395813
146,0.9912126660346985,0.03527527302503586,0.01,1.0,0.03503839299082756
147,0.9912126660346985,0.035068415105342865,0.01,1.0,0.034855928272008896
148,0.9912126660346985,0.034871190786361694,0.01,1.0,0.034792739897966385
149,0.9912126660346985,0.03472139313817024,0.01,1.0,0.03463233634829521
150,0.9912126660346985,0.03450145199894905,0.01,1.0,0.03448956459760666
151,0.9912126660346985,0.034357696771621704,0.01,1.0,0.03429422900080681
152,0.9912126660346985,0.03413030505180359,0.01,1.0,0.034206729382276535
153,0.9912126660346985,0.034016989171504974,0.01,1.0,0.0341016948223114
154,0.9912126660346985,0.03380558639764786,0.01,1.0,0.03401102125644684
155,0.9912126660346985,0.033626988530159,0.01,1.0,0.03390110284090042
156,0.9912126660346985,0.033502478152513504,0.01,1.0,0.033705584704875946
157,0.9912126660346985,0.03334314376115799,0.01,1.0,0.033547546714544296
158,0.9912126660346985,0.03316204994916916,0.01,1.0,0.03344348445534706
159,0.9912126660346985,0.032978206872940063,0.01,1.0,0.03324146568775177
160,0.9912126660346985,0.032879021018743515,0.01,1.0,0.03308674320578575
161,0.9912126660346985,0.032639872282743454,0.01,1.0,0.0329708531498909
162,0.9912126660346985,0.032510627061128616,0.01,1.0,0.032882437109947205
163,0.9912126660346985,0.032328736037015915,0.01,1.0,0.03273056820034981
164,0.9912126660346985,0.0321839340031147,0.01,1.0,0.03264712914824486
165,0.9912126660346985,0.0320451557636261,0.01,1.0,0.03257131949067116
166,0.9912126660346985,0.031856719404459,0.01,1.0,0.032523639500141144
167,0.9912126660346985,0.03175068646669388,0.01,1.0,0.0324065200984478
168,0.9929701089859009,0.031572725623846054,0.01,1.0,0.03228839114308357
169,0.9929701089859009,0.03137319162487984,0.01,1.0,0.03212383762001991
170,0.9929701089859009,0.031282514333724976,0.01,1.0,0.03196999058127403
171,0.9929701089859009,0.03116515465080738,0.01,1.0,0.03185101971030235
172,0.9929701089859009,0.030991313979029655,0.01,1.0,0.03172295540571213
173,0.9929701089859009,0.030857395380735397,0.01,1.0,0.03161555901169777
174,0.9929701089859009,0.030723897740244865,0.01,1.0,0.03145662322640419
175,0.9929701089859009,0.030546976253390312,0.01,1.0,0.031344715505838394
176,0.9929701089859009,0.030428024008870125,0.01,1.0,0.03125198185443878
177,0.9929701089859009,0.03027133271098137,0.01,1.0,0.03116360306739807
178,0.9929701089859009,0.030174164101481438,0.01,1.0,0.03104432299733162
179,0.9929701089859009,0.029989389702677727,0.01,1.0,0.03101045824587345
180,0.9929701089859009,0.02985641174018383,0.01,1.0,0.030879143625497818
181,0.9929701089859009,0.029767289757728577,0.01,1.0,0.030725542455911636
182,0.9929701089859009,0.029589369893074036,0.01,1.0,0.03060418926179409
183,0.9929701089859009,0.02947717159986496,0.01,1.0,0.030479898676276207
184,0.9929701089859009,0.029364759102463722,0.01,1.0,0.030337773263454437
185,0.9929701089859009,0.0292774960398674,0.01,1.0,0.030175069347023964
186,0.9929701089859009,0.029107561334967613,0.01,1.0,0.03014299087226391
187,0.9929701089859009,0.028969695791602135,0.01,1.0,0.0300596971064806
188,0.9929701089859009,0.028877250850200653,0.01,1.0,0.029990537092089653
189,0.9929701089859009,0.028759358450770378,0.01,1.0,0.029886789619922638
190,0.9929701089859009,0.02861548215150833,0.01,1.0,0.029780860990285873
191,0.9929701089859009,0.028541719540953636,0.01,1.0,0.0297106821089983
192,0.9929701089859009,0.02836059220135212,0.01,1.0,0.02961239404976368
193,0.9929701089859009,0.02826937660574913,0.01,1.0,0.029497599229216576
194,0.9929701089859009,0.028166979551315308,0.01,1.0,0.029400045052170753
195,0.9929701089859009,0.028073612600564957,0.01,1.0,0.029321011155843735
196,0.9929701089859009,0.02793939784169197,0.01,1.0,0.0291998740285635
197,0.9929701089859009,0.027846161276102066,0.01,1.0,0.029047738760709763
198,0.9929701089859009,0.02774297632277012,0.01,1.0,0.028980841860175133
199,0.9929701089859009,0.027631569653749466,0.01,1.0,0.02890806645154953
200,0.9929701089859009,0.02749626152217388,0.01,1.0,0.028810447081923485
201,0.9929701089859009,0.027427149936556816,0.01,1.0,0.028729144483804703
202,0.9929701089859009,0.02727239951491356,0.01,1.0,0.02862609550356865
203,0.9929701089859009,0.02718389965593815,0.01,1.0,0.02858317643404007
204,0.9929701089859009,0.0270941611379385,0.01,1.0,0.02849428728222847
205,0.9929701089859009,0.02699320577085018,0.01,1.0,0.028477247804403305
206,0.9929701089859009,0.026879360899329185,0.01,1.0,0.02839365229010582
207,0.9929701089859009,0.02680501900613308,0.01,1.0,0.028349049389362335
208,0.9929701089859009,0.026682129129767418,0.01,1.0,0.02826276794075966
209,0.9929701089859009,0.026577960699796677,0.01,1.0,0.028134485706686974
210,0.9929701089859009,0.02650625631213188,0.01,1.0,0.028068268671631813
211,0.9929701089859009,0.026414847001433372,0.01,1.0,0.027974069118499756
212,0.9929701089859009,0.02625385858118534,0.01,1.0,0.027892598882317543
213,0.9929701089859009,0.026162873953580856,0.01,1.0,0.027837904170155525
214,0.9929701089859009,0.02613839879631996,0.01,1.0,0.027727624401450157
215,0.9929701089859009,0.02597099356353283,0.01,1.0,0.027673760429024696
216,0.9929701089859009,0.025880122557282448,0.01,1.0,0.027636097744107246
217,0.9929701089859009,0.025796469300985336,0.01,1.0,0.027547406032681465
218,0.9929701089859009,0.02567194029688835,0.01,1.0,0.027485447004437447
219,0.9929701089859009,0.025576619431376457,0.01,1.0,0.027391910552978516
220,0.9929701089859009,0.025495680049061775,0.01,1.0,0.027334490790963173
221,0.9929701089859009,0.025418594479560852,0.01,1.0,0.027308709919452667
222,0.9929701089859009,0.025303110480308533,0.01,1.0,0.027298739179968834
223,0.9929701089859009,0.025251198559999466,0.01,1.0,0.027204379439353943
224,0.9929701089859009,0.025151845067739487,0.01,1.0,0.0271340012550354
225,0.9929701089859009,0.02510003000497818,0.01,1.0,0.027086906135082245
226,0.9929701089859009,0.024946488440036774,0.01,1.0,0.027092400938272476
227,0.9929701089859009,0.02490892820060253,0.01,1.0,0.027006832882761955
228,0.9929701089859009,0.02481069229543209,0.01,1.0,0.02686428092420101
229,0.9929701089859009,0.024712737649679184,0.01,1.0,0.026759589090943336
230,0.9929701089859009,0.024648141115903854,0.01,1.0,0.026645272970199585
231,0.9929701089859009,0.024501696228981018,0.01,1.0,0.02662437967956066
232,0.9929701089859009,0.02446219138801098,0.01,1.0,0.02661406807601452
233,0.9929701089859009,0.02431739866733551,0.01,1.0,0.026557883247733116
234,0.9929701089859009,0.024294927716255188,0.01,1.0,0.026428597047924995
235,0.9929701089859009,0.02421077899634838,0.01,1.0,0.02631797455251217
236,0.9929701089859009,0.02409016713500023,0.01,1.0,0.02628115564584732
237,0.9929701089859009,0.024066448211669922,0.01,1.0,0.026217764243483543
238,0.9929701089859009,0.023961078375577927,0.01,1.0,0.026154717430472374
239,0.9929701089859009,0.023882102221250534,0.01,1.0,0.02603794075548649
240,0.9929701089859009,0.023794349282979965,0.01,1.0,0.026085002347826958
241,0.9929701089859009,0.023742366582155228,0.01,1.0,0.02606329135596752
242,0.9929701089859009,0.02365834452211857,0.01,1.0,0.025949152186512947
243,0.9929701089859009,0.023598454892635345,0.01,1.0,0.0259031243622303
244,0.994727611541748,0.023508109152317047,0.01,1.0,0.02588578686118126
245,0.994727611541748,0.023429570719599724,0.01,1.0,0.02583528682589531
246,0.994727611541748,0.023394059389829636,0.01,1.0,0.025771111249923706
247,0.994727611541748,0.023340443149209023,0.01,1.0,0.025785820558667183
248,0.994727611541748,0.023203521966934204,0.01,1.0,0.025691086426377296
249,0.994727611541748,0.023167230188846588,0.01,1.0,0.025627722963690758
250,0.994727611541748,0.023081058636307716,0.01,1.0,0.025497976690530777
251,0.994727611541748,0.023006707429885864,0.01,1.0,0.025482548400759697
252,0.994727611541748,0.022942621260881424,0.01,1.0,0.025399545207619667
253,0.994727611541748,0.02288445644080639,0.01,1.0,0.025335630401968956
254,0.994727611541748,0.02279343269765377,0.01,1.0,0.02534322813153267
255,0.994727611541748,0.02274027094244957,0.01,1.0,0.025335749611258507
256,0.994727611541748,0.022710874676704407,0.01,1.0,0.025239016860723495
257,0.994727611541748,0.022605903446674347,0.01,1.0,0.025160448625683784
258,0.994727611541748,0.022515321150422096,0.01,1.0,0.02516087517142296
259,0.994727611541748,0.022513939067721367,0.01,1.0,0.025155087932944298
260,0.994727611541748,0.02240026742219925,0.01,1.0,0.025058843195438385
261,0.994727611541748,0.022348711267113686,0.01,1.0,0.025006141513586044
262,0.994727611541748,0.02228747308254242,0.01,1.0,0.02500135824084282
263,0.994727611541748,0.022215573117136955,0.01,1.0,0.025033283978700638
264,0.994727611541748,0.02214011736214161,0.01,1.0,0.024956202134490013
265,0.994727611541748,0.022098509594798088,0.01,1.0,0.024927040562033653
266,0.994727611541748,0.022039007395505905,0.01,1.0,0.024856846779584885
267,0.994727611541748,0.021960334852337837,0.01,1.0,0.024767881259322166
268,0.994727611541748,0.02190306968986988,0.01,1.0,0.0246276818215847
269,0.994727611541748,0.021844305098056793,0.01,1.0,0.02453668601810932
270,0.994727611541748,0.021765198558568954,0.01,1.0,0.02459389716386795
271,0.994727611541748,0.021711228415369987,0.01,1.0,0.024584179744124413
272,0.994727611541748,0.02165311947464943,0.01,1.0,0.024584515020251274
273,0.994727611541748,0.02160736173391342,0.01,1.0,0.02451324462890625
274,0.994727611541748,0.021539362147450447,0.01,1.0,0.02449382282793522
275,0.994727611541748,0.02147381752729416,0.01,1.0,0.02444712445139885
276,0.994727611541748,0.02146732248365879,0.01,1.0,0.0244534183293581
277,0.994727611541748,0.0213262178003788,0.01,1.0,0.024394376203417778
278,0.994727611541748,0.02135460078716278,0.01,1.0,0.024371623992919922
279,0.994727611541748,0.021235020831227303,0.01,1.0,0.02430770732462406
280,0.994727611541748,0.02121123857796192,0.01,1.0,0.024304743856191635
281,0.994727611541748,0.0211197342723608,0.01,1.0,0.02429233305156231
282,0.994727611541748,0.021061839535832405,0.01,1.0,0.02421635203063488
283,0.994727611541748,0.021023087203502655,0.01,1.0,0.024133387953042984
284,0.994727611541748,0.020964978262782097,0.01,1.0,0.024070674553513527
285,0.994727611541748,0.020936954766511917,0.01,1.0,0.024051636457443237
286,0.994727611541748,0.02090350165963173,0.01,1.0,0.024003159254789352
287,0.994727611541748,0.02078438736498356,0.01,1.0,0.02401128038764
288,0.994727611541748,0.020693879574537277,0.01,1.0,0.023912988603115082
289,0.994727611541748,0.020682789385318756,0.01,1.0,0.023901594802737236
290,0.994727611541748,0.020633019506931305,0.01,1.0,0.023877106606960297
291,0.994727611541748,0.020562373101711273,0.01,1.0,0.0238384660333395
292,0.994727611541748,0.020539982244372368,0.01,1.0,0.02387768030166626
293,0.994727611541748,0.020500004291534424,0.01,1.0,0.0237946268171072
294,0.994727611541748,0.020397037267684937,0.01,1.0,0.023745639249682426
295,0.994727611541748,0.02036047726869583,0.01,1.0,0.023697035387158394
296,0.994727611541748,0.020338406786322594,0.01,1.0,0.023711184039711952
297,0.994727611541748,0.02026040107011795,0.01,1.0,0.023649143055081367
298,0.994727611541748,0.02020609937608242,0.01,1.0,0.02359013445675373
299,0.994727611541748,0.020177939906716347,0.01,1.0,0.023549214005470276
300,0.994727611541748,0.020103439688682556,0.01,1.0,0.023473547771573067
301,0.994727611541748,0.020041685551404953,0.01,1.0,0.023375455290079117
302,0.994727611541748,0.020007450133562088,0.01,1.0,0.023361455649137497
303,0.994727611541748,0.019940350204706192,0.01,1.0,0.02334575355052948
304,0.994727611541748,0.019876103848218918,0.01,1.0,0.0233465489000082
305,0.994727611541748,0.019873661920428276,0.01,1.0,0.023208653554320335
306,0.994727611541748,0.01980219967663288,0.01,1.0,0.023225612938404083
307,0.994727611541748,0.019712211564183235,0.01,1.0,0.02321445383131504
308,0.994727611541748,0.019707834348082542,0.01,1.0,0.02324138581752777
309,0.994727611541748,0.019643079489469528,0.01,1.0,0.023185329511761665
310,0.994727611541748,0.019596528261899948,0.01,1.0,0.023159395903348923
311,0.994727611541748,0.01942470669746399,0.0009999999,1.0,0.023151395842432976
312,0.994727611541748,0.019420767202973366,0.0009999999,1.0,0.023152250796556473
313,0.994727611541748,0.019418848678469658,0.0009999999,1.0,0.02314918115735054
314,0.994727611541748,0.019411982968449593,0.0009999999,1.0,0.023142758756875992
315,0.994727611541748,0.01940661296248436,0.0009999999,1.0,0.023140674456954002
316,0.994727611541748,0.01939103752374649,9.999999e-05,1.0,0.023140158504247665
317,0.994727611541748,0.019390588626265526,9.999999e-05,1.0,0.02313948981463909
318,0.994727611541748,0.01938980631530285,9.999999e-05,1.0,0.0231388658285141
319,0.994727611541748,0.01938956044614315,9.999999e-05,1.0,0.02313835360109806
320,0.994727611541748,0.01938902772963047,9.999999e-05,1.0,0.023137573152780533
321,0.994727611541748,0.01938728056848049,9.999999e-06,1.0,0.02313753217458725
322,0.994727611541748,0.019387228414416313,9.999999e-06,1.0,0.02313743717968464
323,0.994727611541748,0.01938713528215885,9.999999e-06,1.0,0.023137375712394714
324,0.994727611541748,0.019387127831578255,9.999999e-06,1.0,0.023137329146265984
325,0.994727611541748,0.01938706263899803,9.999999e-06,1.0,0.02313729003071785
326,0.994727611541748,0.019386889412999153,9.999999e-07,1.0,0.023137306794524193
327,0.994727611541748,0.019386891275644302,9.999999e-07,1.0,0.023137325420975685
328,0.994727611541748,0.01938689686357975,9.999999e-07,1.0,0.023137323558330536
329,0.994727611541748,0.01938689686357975,9.999999e-07,1.0,0.023137325420975685
330,0.994727611541748,0.019386885687708855,9.999999e-07,1.0,0.023137332871556282
